fact_id,date,location_id,aqi_value,aqi_category,pm25,pm10,no2,so2,co,o3,temperature_c,humidity_pct,wind_speed_kmph,ed_visits_respiratory,hospital_admissions_respiratory,outpatient_visits_respiratory,mortality_count_respiratory,prescriptions_issued,exceedance_flag,,
252,09/09/2023,1,131.7,Unhealthy for Sensitive Groups,83.8,159,36.1,10.7,2.35,59.8,27,64.4,10.7,182,55,404,4,650,0,,
3941,14/10/2024,4,98.9,Moderate,62.2,94.7,22.4,7.3,2.44,42.8,24.5,54.5,12.5,44,13,102,1,160,0,,
3861,26/07/2024,4,56.3,Moderate,34.2,63.6,11.1,6,0.87,49.1,33.2,79.9,5.8,25,8,59,0,87,0,,
807,17/03/2025,1,269.3,Very Unhealthy,164.4,262.8,71.9,25.4,6.57,68.1,23.6,53.8,8.5,289,90,655,6,1045,1,,
1553,01/04/2024,2,132.2,Unhealthy for Sensitive Groups,78.7,131.3,18.3,11.7,2.39,46,30.7,50.2,6,114,34,251,2,404,0,,
3781,07/05/2024,4,73.9, Moderate,47.7,77.3,21.4,5,1.47,53.4,32.9,55.8,5.3,36,11,86,1,128,0,,
716,16/12/2024,1,272.2,Very Unhealthy,168,295.1,49.2,16.7,4.13,55.8,13.7,34.4,7.2,281,86,631,5,1010,1,,
2756,17/07/2024,3,20.7,Good,20.4,36.7,2.9,3.4,0.39,38.9,32.5,71.3,6.6,27,8,60,1,100,0,,
4238,07/08/2025,4,61.9,Moderate,37.1,56.3,20,5.3,1.24,48.2,35.3,73.1,13.8,23,7,56,0,81,0,,
3817,12/06/2024,4,65,Moderate,40.6,71.1,12.8,5.5,1.65,42,30.5,,7.5,28,9,64,,99,0,,
3280,23/12/2025,3,110.5,Unhealthy For Sensitive Groups ,66,100.3,31.2,9,1.58,48.1,15.5,37.6,14.8,52,16,119,1,187,0,,
3488,19/07/2023,4,53.5,Moderate,29.6,51,7.3,6.3,0.73,31.5,32.9,76.2,6.6,23,8,55,0,98,0,,
3353,06/03/2023,4,145,Unhealthy for Sensitive Groups,95.7,176.6,38.1,12.9,3.05,36,24.5,42.1,7.8,49,15,118,1,180,0,,
1045,10/11/2025,1,242.8,Very Unhealthy,153.7,256,53.4,21.5,4.18,70.6,19.8,44,,296,91,660,6,1060,1,,
2328,16/05/2023,3,58.8,Moderate,42.7,74.8,16.4,3.9,1.23,30.8,30.2,50.6,7.9,35,10,83,1,127,0,,
2021,13/07/2025,2,52.2,Moderate,34.8,65.3,12.5,7,0.71,29.1,37.8,84.3,6,47,14,107,1,175,0,,
1760,25/10/2024,2,141.8,Unhealthy for Sensitive Groups,86.7,135.5,29.3,9.4,1.6,68.1,19.8,56.8,9.8,109,33,251,,397,0,,
2145,14/11/2025,2,174.4,UNHEALTHY ,113.2,202.5,44,10,3.42,67.2,20.6,41.8,7.6,99,30,221,2,370,1,,
2357,14/06/2023,3,45.3,Good,27.1,50.9,10.6,4.3,0.72,24.1,29.8,71.2,9.9,28,8,63,0,99,0,,
2467,02/10/2023,3,70.4,Moderate,42,70.8,15.1,6.9,0.91,25,24.2,63.3,8.9,37,11,87,1,137,0,,
3723,10/03/2024,4,154.6,Unhealthy,97.3,160.9,37.3,8.2,2.81,53.5,22.7,47.2,10.6,54,15,117,1,193,1,,
2731,22/06/2024,3,15.4,Good,,31.5,9.6,0.9,0.41,2.2,31.9,81.4,3.6,25,8,61,0,98,0,,
331,27/11/2023,1,290.7,Very Unhealthy,,300.8,66.1,18.6,5.22,43.4,17.3,42,8.7,272,83,608,5,965,1,,
3852,17/07/2024,4,31.7,Good,28.2,50.3,5.6,4.7,1.29,22.7,37.1,80.9,13.5,27,9,62,1,100,0,,
1639,26/06/2024,2,72.5,Moderate,38.8,71.3,16,4.6,1.16,21.8,33.5,,12.5,53,16,122,1,197,0,,
1516,24/02/2024,2,144.1,Unhealthy for Sensitive Groups,93.3,162.2,33.1,10.3,2.32,41.7,20.3,37.1,16.5,114,35,254,2,403,0,,
862,11/05/2025,1,131.6,Unhealthy for Sensitive Groups,87.3,133.4,42.3,9.4,2.77,42.1,29.1,77.6,9.8,154,47,351,3,560,0,,
1199,13/04/2023,2,140.8,Unhealthy for Sensitive Groups,79,134,39.7,14,2.77,47.9,27.8,63.6,14.5,92,29,217,2,343,0,,
1112,16/01/2023,2,227.3,Very Unhealthy,150.9,237.1,59.1,20.9,3.88,50.3,20.6,25.3,7.7,144,45,325,3,523,1,,
328,24/11/2023,1,258,Very unhealthy ,162.3,268,61.2,10.4,5.31,69,17.6,38.1,9.4,312,95,701,6,1114,1,,
1089,24/12/2025,1,360,Hazardous,219.1,359.7,84.5,37.3,5.63,36.3,17.3,27.1,0.5,320,99,715,6,1140,1,,
3069,26/05/2025,3,46.3,Good,30.7,48,5,3.5,0.99,55.1,32.9,73.7,10.8,33,10,77,,119,0,,
4,04/01/2023,1,298.4,Very Unhealthy,194.7,316.9,77.7,34,4.18,84.1,13.3,,17.5,301,92,671,6,1075,1,,
3619,27/11/2023,4,124.3,Unhealthy for Sensitive Groups,71.5,124.8,33.9,10.3,3.06,50.9,21.3,38.1,8.2,46,15,103,1,164,0,,
1491,30/01/2024,2,194.6,Unhealthy,114.9,206.3,37,14.3,2.91,56.5,23.2,45.6,16.9,146,45,333,3,530,1,,
4079,01/03/2025,4,127.2,Unhealthy for Sensitive Groups,80.6,129.5,31.4,10.9,2.25,58.7,23.8,37.5,6.3,57,16,128,1,200,0,,
550,03/07/2024,1,108.1,Unhealthy for Sensitive Groups,62.2,113.6,17,5.4,1.8,30.9,34.1,78.5,3.6,118,35,274,2,434,0,,
557,10/07/2024,1,88.7,MODERATE,52.8,91.4,16.4,5,1.59,44.6,34.2,84.8,14.8,132,40,299,,477,0,,
2203,11/01/2023,3,109.7,Unhealthy for Sensitive Groups,68.3,104.1,23.4,8.9,2.45,44.3,13.8,33.6,8.9,59,18,134,1,208,0,,
1486,25/01/2024,2,166.9,Unhealthy,109.7,198.7,38.6,15.9,2.99,70.5,23.1,37.4,12.4,120,38,277,2,437,1,,
2971,17/02/2025,3,104.5,Unhealthy for Sensitive Groups,63.4,102.5,19.6,7.4,1.89,35.9,24.6,29.8,10.9,50,14,116,1,182,0,,
265,22/09/2023,1,158.2,Unhealthy,98.4,168.7,21.4,9.5,2.58,70.5,29.2,68.4,7.4,160,49,363,3,587,1,,
1472,11/01/2024,2,206.6,Very Unhealthy,126,221.6,49.9,17.1,2.81,61.9,20.1,29.8,6.4,117,35,259,,417,1,,
1235,19/05/2023,2,64.6,Moderate,49.2,85.8,19.3,7.1,2.08,45,32,71.1,9.7,76,24,172,1,276,0,,
1155,28/02/2023,2,166,Unhealthy,99,164.7,41.6,10.6,4.01,54.9,26.4,42.7,10,127,38,280,2,443,1,,
1402,02/11/2023,2,162.2,Unhealthy,91.1,151,33.2,8.7,3.25,68.3,23,43,,105,31,234,2,386,1,,
2987,05/03/2025,3,83,Moderate,63.2,95.8,26.8,9.1,1.6,61.1,21.8,35.3,4.1,42,13,90,1,150,0,,
919,07/07/2025,1,122.7,Unhealthy for Sensitive Groups,69.1,131,28.4,12.5,2.55,39.3,31.2,74.8,15.1,133,39,298,3,479,0,,
4161,22/05/2025,4,71.7,Moderate,48.1,89.1,21.1,7.1,1.16,52.5,29.4,74,13,27,8,64,1,104,0,,
1065,30/11/2025,1,275.7,Very Unhealthy,175.8,268.5,64.4,22.2,5.18,66.7,14.4,33.2,12.2,342,107,773,7,1232,1,,
2349,06/06/2023,3,33.1,good,31.9,55.9,14.9,3.8,1.41,57.6,33.6,,14.5,32,10,74,1,117,0,,
3502,02/08/2023,4,53,Moderate,33.2,62.4,10.6,3.5,0.91,34.1,33.3,80.7,11.2,28,7,69,1,101,0,,
1513,21/02/2024,2,167.5,Unhealthy,101,185,37.6,12.3,3.47,47.3,25.8,31.7,10.8,140,43,314,3,505,1,,
1822,26/12/2024,2,230.1,Very Unhealthy,138.8,232,41.4,20.7,4.83,59,19.9,31.4,6.9,112,34,248,2,402,1,,
468,12/04/2024,1,244,Very Unhealthy,153.1,245.9,41,19.1,5.48,51.7,26.5,59.8,11.3,202,62,457,4,731,1,,
345,11/12/2023,1,332.6,Hazardous,205.8,344.7,86.4,17.2,6.24,70.8,14.3,35.3,11.5,295,91,671,6,1068,1,,
4347,24/11/2025,4,178.6,Unhealthy,106.4,171.8,35,14.3,3.39,47.4,21.7,40.2,13.7,54,16,126,1,200,1,,
3287,30/12/2025,3,114.1,Unhealthy for Sensitive Groups,69.1,108.9,15.3,11.3,1.51,45.4,18.7,22.7,8.3,57,18,130,1,204,0,,
3393,15/04/2023,4,99,Moderate,68.4,118,26.4,10.4,2.43,40.9,30.5,65.6,11.8,45,14,95,1,148,0,,
3113,09/07/2025,3,37.5,Good,22.9,43.4,3,1.3,0.49,45.3,30.8,77.9,10.4,21,7,60,,100,0,,
1418,18/11/2023,2,171.4,Unhealthy,103.4,185.7,47,9.2,2.82,46.2,26.4,41.3,5.8,117,35,261,2,415,1,,
3420,12/05/2023,4,83.1,Moderate,48.8,78.3,15.8,2.6,1.34,45.5,31.7,60.9,16.1,35,10,81,1,132,0,,
2973,19/02/2025,3,107.5,Unhealthy for Sensitive Groups,,110.5,16.2,7.5,1.41,50.8,17.8,36.2,11.9,57,16,130,1,202,0,,
1449,19/12/2023,2,173.9,Unhealthy,115.3,188.9,43.7,17.8,4.39,39,18.8,31.3,9.7,133,41,303,3,485,1,,
3048,05/05/2025,3,63.1,Moderate,41.5,76.2,15.8,8.1,1.63,47.7,29,64.8,7.8,37,10,79,1,138,0,,
3134,30/07/2025,3,35.4,Good,22.4,38.3,3.9,7.1,0.63,31.8,30.3,76.2,13.4,28,7,58,0,96,0,,
1889,03/03/2025,2,176.1,Unhealthy,111.8,189.5,46.1,11,3.22,69.6,22.2,40.8,7.4,132,41,300,2,479,1,,
3908,11/09/2024,4,76,Moderate,48.1,81.3,17.5,6.8,1.1,42.4,32.1,69.7,13.3,31,9,71,,113,0,,
3831,26/06/2024,4,44.5,Good,30,45.6,3.1,0,1.01,46.5,35.7,74.5,3,23,7,58,0,84,0,,
2948,25/01/2025,3,115.9,Unhealthy for Sensitive Groups,69.4,130.5,30.3,12.6,2.66,53.3,18.1,35.6,15.2,53,16,124,1,197,0,,
2025,17/07/2025,2,52, Moderate,30.5,53.3,12.1,4.3,1,53.4,33.5,81.1,7.9,52,16,126,1,193,0,,
2751,12/07/2024,3,20.3,Good,18.8,31.7,2,2.3,0.14,18.4,33.5,79.7,8.3,24,6,56,0,86,0,,
22,22/01/2023,1,271.8,Very Unhealthy,167,260.7,52.3,28.3,4.38,50.8,18,24,3.9,317,97,715,6,1139,1,,
3899,02/09/2024,4,56.8,Moderate,36.4,60.2,12.3,7.4,1.25,59.4,30.2,72.5,12.8,28,8,68,1,97,0,,
1080,15/12/2025,1,355.9,Hazardous,229,385.2,61.5,26.8,6.56,90.2,15.6,41.2,0.5,360,112,809,7,1298,1,,
2840,09/10/2024,3,53.3,Moderate,48,72.4,17,6.1,1.18,38.8,21.8,55.3,3.9,41,12,82,1,140,0,,
2404,31/07/2023,3,37.3,Good,25.5,43.7,2.6,0,0.44,38.8,31.5,62.2,7.8,24,7,59,0,97,0,,
2763,24/07/2024,3,29.5,Good,23.3,36,8.8,1,0.76,41.5,33.9,87.1,9.5,26,7,59,1,93,0,,
2701,23/05/2024,3,49.5,Good,38.1,67.6,7.5,4.3,1.28,41.6,30.9,69.3,18.3,29,9,74,1,108,0,,
2278,27/03/2023,3,102.9,Unhealthy for Sensitive Groups,64.8,120.9,25.4,7.1,1.79,51.7,22.5,59.6,7.8,47,13,102,1,165,0,,
1048,13/11/2025,1,286.6,Very Unhealthy,179.2,338.2,74.4,29.2,3.82,59.5,17.8,33.6,15.9,258,78,582,5,926,1,,
4307,15/10/2025,4,115.9,Unhealthy for Sensitive Groups,73.8,123.1,31.6,7.7,1.38,54.3,23.2,54.5,8.7,45,14,103,1,164,0,,
2335,23/05/2023,3,52.3,MODERATE,32,59.1,6.2,4,1.21,50.4,31.8,75.3,6.6,35,10,83,1,126,0,,
2860,29/10/2024,3,91.5,Moderate,53.4,95.6,19.1,6.6,0.94,50.5,21.1,44.1,14.9,39,12,91,1,151,0,,
1978,31/05/2025,2,49,Good ,38.1,64.2,8.7,1.2,0.81,43.8,35.3,70.8,11.9,68,22,159,1,248,0,,
2528,02/12/2023,3,94.1,Moderate,63.7,110.9,23.6,6,2.28,32.9,16.9,40.1,7.9,49,15,114,1,187,0,,
811,21/03/2025,1,259.9,Very Unhealthy,159.1,265,47.8,19,5.46,47,23.7,46.6,12,244,75,552,,881,1,,
4342,19/11/2025,4,134.6,Unhealthy for Sensitive Groups,93.9,147.3,29.9,13.1,1.67,40.9,19.6,34.9,9.6,49,15,118,1,185,0,,
3440,01/06/2023,4,55.3,Moderate,41.6,67.4,17.1,1.3,1.55,25.9,35.5,77.4,10,30,8,71,1,110,0,,
4382,29/12/2025,4,164.1,Unhealthy,101.5,182,26,11.3,3.24,47.8,20.4,30.9,10.1,64,20,148,1,238,1,,
1369,30/09/2023,2,97,Moderate,,119.8,20.8,11.4,1.76,38.6,27,50.8,11,94,29,212,2,340,0,,
2747,08/07/2024,3,26.8,Good,21.7,33.7,7.3,2.6,1.05,19,33.5,76,12,24,7,59,0,89,0,,
1521,29/02/2024,2,199.3,Unhealthy,111.4,199.3,38.2,11.1,2.35,44.1,21.4,43.7,8,124,38,279,2,442,1,,
4144,05/05/2025,4,95.5,Moderate,55,96.4,19.2,9.9,1.9,31.8,31.1,73.1,15.1,38,11,87,1,141,0,,
937,25/07/2025,1,81.8,Moderate,53.7,86.2,27,5,1.95,67.9,29.2,68.6,10.4,133,41,304,3,487,0,,
1206,20/04/2023,2,120.4,Unhealthy for Sensitive Groups,79.8,139.3,23.8,11.8,2.45,58.5,29.7,57.9,15.3,84,25,195,2,,0,,
1203,17/04/2023,2,103.9,Unhealthy for Sensitive Groups,71.6,113.7,18.1,8,2.36,52.9,32.3,63.1,10.2,89,27,206,2,322,0,,
2462,27/09/2023,3,74.9,moderate,44,70.2,19.8,8.2,0.92,53.7,24.5,60.1,3.7,39,10,83,1,138,0,,
3832,27/06/2024,4,53.5,Moderate,35.7,67.7,13,3.8,1.24,20.3,34.1,,9.8,27,8,58,0,86,0,,
131,11/05/2023,1,128.7,Unhealthy for Sensitive Groups,87.7,142.9,38.4,8.3,2.97,57.1,29.1,68.2,9.8,153,47,346,3,554,0,,
522,05/06/2024,1,102.8,Unhealthy for Sensitive Groups,66.1,102.8,19.8,5.1,1.49,50.2,31.2,69.3,2.4,149,45,336,3,542,0,,
956,13/08/2025,1,107.2,Unhealthy for Sensitive Groups,77.5,127,23.7,11.7,2.58,52.1,33.2,69.8,8.1,134,40,302,3,480,0,,
914,02/07/2025,1,83.5,Moderate,58.2,88.3,12.6,8.8,2.08,50.5,32.1,77.9,11.1,117,35,264,2,424,0,,
860,09/05/2025,1,178,UNHEALTHY ,111.2,196.7,30.6,20.6,3.26,79.8,28.9,55.9,11.4,196,58,438,4,701,1,,
2034,26/07/2025,2,56.8,moderate,37.5,70.7,14.5,1.4,1.26,40.9,31.3,,9.1,51,15,113,1,186,0,,
1652,09/07/2024,2,61.6,Moderate,35.1,54.7,9.8,4,0.77,32,35.5,82.3,,55,17,124,1,205,0,,
1316,08/08/2023,2,80.3,Moderate,45.3,74.6,20.6,8.6,1.47,13.3,32.3,73.5,7.6,52,17,125,1,194,0,,
2400,27/07/2023,3,35.6,Good,24.6,42.2,10.5,5.6,0.76,42.2,32.8,100,3.1,26,8,55,1,96,0,,
2176,15/12/2025,2,180.3,Unhealthy,116.1,209.9,36.9,14.8,2.77,45.4,20.3,38.8,4.5,134,40,302,3,489,1,,
1810,14/12/2024,2,190.5,Unhealthy,114.9,199.4,45.5,11.8,4,59.2,23.6,32.2,10.6,140,43,318,3,507,1,,
2333,21/05/2023,3,54.1,Moderate,30.8,56.2,9.1,6,0.89,9.6,30.9,85.4,7.3,36,11,82,1,129,0,,
3385,07/04/2023,4,101.5,Unhealthy for Sensitive Groups,63.2,110.7,18.9,7.5,1.55,51.6,29.2,55.4,7.7,42,13,97,1,146,0,,
624,15/09/2024,1,139.9,Unhealthy for Sensitive Groups,87.1,150.8,29.3,9.1,3.1,54.9,28.3,63,11,156,49,354,3,,0,,
689,19/11/2024,1,261.2,Very Unhealthy,160.9,301.1,48.7,20.9,5.96,78.6,17.5,37.3,9.6,263,81,586,5,,1,,
3519,19/08/2023,4,66.1,Moderate,34.6,62.6,11.2,4.6,0.98,40.2,27.9,75,9.3,25,7,54,,91,0,,
1367,28/09/2023,2,115.1,Unhealthy for Sensitive Groups,71.5,114.8,19.5,7.3,2.52,38.3,26.9,60.5,16.8,81,24,182,2,288,0,,
3062,19/05/2025,3,60.3,Moderate,34.6,55.5,16.3,7.1,1.27,51.5,29.6,62.6,18,34,10,80,1,127,0,,
611,02/09/2024,1,109.4,Unhealthy for Sensitive Groups,71.7,108.4,23.3,7.1,2.63,48.2,26.2,68.1,11.2,150,46,340,,543,0,,
4332,09/11/2025,4,139.1,Unhealthy for Sensitive Groups,85,131.9,33.9,12.5,2.07,43,19,39.8,10,46,14,100,1,165,0,,
463,07/04/2024,1,190,Unhealthy,112.7,206.7,48.7,11.5,2.85,69.2,26.4,52.8,0.5,232,72,525,5,835,1,,
1574,22/04/2024,2,110.2,Unhealthy for Sensitive Groups,69.4,129.1,19.9,9.4,2.11,29,31,62.8,7.3,78,24,182,2,293,0,,
793,03/03/2025,1,316.9,Hazardous,189.3,301,61.7,25.5,4.65,51.5,25.6,40.1,10.4,295,91,667,6,1065,1,,
309,05/11/2023,1,244.8,Very Unhealthy,152.3,242.9,61.1,21.2,5.29,33,19.7,45.3,15.9,218,66,490,4,777,1,,
2122,22/10/2025,2,133.9,Unhealthy for Sensitive Groups,86.6,147.2,31.4,9.9,3.2,55.1,26.4,34,3.1,92,28,208,2,329,0,,
2412,08/08/2023,3,44.1,Good,24.8,40.2,7,3.5,0.33,18.3,29.6,76.3,8.8,26,8,63,0,101,0,,
580,02/08/2024,1,94.4,Moderate,62.2,102.8,27.2,4.5,1.68,25.6,35.7,73,9.3,128,39,291,2,474,0,,
106,16/04/2023,1,201.1,Very Unhealthy,115.4,192.6,34.5,9.4,3.24,52.2,29.8,54.1,9.6,204,62,455,,723,1,,
1706,01/09/2024,2,64.3,Moderate,,77.1,23.7,3.2,1.6,28.7,31.8,63.2,16.6,70,21,155,,255,0,,
3643,21/12/2023,4,192.9,Unhealthy,120,217.3,48.1,10.6,3.02,54.3,20.7,25.6,12,57,17,127,1,204,1,,
1012,08/10/2025,1,224.9,Very Unhealthy,142.6,259.9,49.4,10.1,4.24,61.4,26,50.2,6.2,220,68,499,4,799,1,,
1035,31/10/2025,1,234.9,Very Unhealthy,146,271.3,31,14.3,4.16,56.3,21.9,46.8,15.2,259,78,575,5,927,1,,
4242,11/08/2025,4,68.4,Moderate,35.6,54.9,13,4.2,0.96,29.5,32.8,,5.4,24,7,55,0,90,0,,
1337,29/08/2023,2,74.4,Moderate,48.7,78,20.2,3.9,1.57,51.9,34.5,,5.5,66,20,151,1,237,0,,
2038,30/07/2025,2,52.2,Moderate,35.5,66.3,11.9,4.5,0.92,41.2,36.9,75.9,10,52,15,121,1,190,0,,
3021,08/04/2025,3,78.8,Moderate,44.2,78.8,20.1,6.5,1.44,38.7,25.1,59.3,10.5,44,13,99,1,163,0,,
3857,22/07/2024,4,44.4,Good,26.9,41.9,11.6,4.8,0.53,32.5,29.8,76.1,11.7,25,8,58,0,93,0,,
2237,14/02/2023,3,119.3,Unhealthy for Sensitive Groups,73.2,127.2,27.7,8.9,1.5,25.1,17.4,44.9,10.1,51,16,119,1,197,0,,
4021,02/01/2025,4,143.9,Unhealthy for Sensitive Groups,95.8,177,47.1,12.1,3.22,42.2,17.4,28.9,11.6,54,15,114,1,192,0,,
2096,26/09/2025,2,81.5,Moderate,54.1,84.4,23.5,5.5,1.3,45.9,26.3,55.1,8.8,81,24,184,2,289,0,,
3339,20/02/2023,4,138.8,Unhealthy for Sensitive Groups,89.5,155,36.7,9,2.05,45.6,22.1,,8.4,47,15,109,1,170,0,,
3701,17/02/2024,4,165.3,Unhealthy,93.3,168.6,41.3,12,3.83,32.8,23.4,35.9,8.1,56,17,129,1,204,1,,
4321,29/10/2025,4,126.4,Unhealthy for Sensitive Groups,81.2,147.7,25.6,11.2,2.89,50.8,21.9,47.4,11,39,12,87,1,141,0,,
2560,03/01/2024,3,140.3,Unhealthy for Sensitive Groups,91.5,153.8,41,13.6,3.94,56.8,15.9,20.7,8.6,55,18,130,1,207,0,,
3659,06/01/2024,4,161.1,Unhealthy,109.5,171.1,34.3,18.4,3.52,60.8,16.6,16.3,13.6,60,18,125,1,204,1,,
977,03/09/2025,1,135,Unhealthy for Sensitive Groups,93.7,153.4,37.3,5.3,2.19,20.2,25.5,68.5,7.2,160,48,357,3,570,0,,
1708,03/09/2024,2,81.1,Moderate,42.6,68,20.6,6.1,1.68,65.4,30.7,80.3,13.2,65,19,149,1,240,0,,
2893,01/12/2024,3,113.9,Unhealthy for Sensitive Groups,75.8,134,25.4,9.1,2.66,43.6,16,31.4,14.5,52,16,116,1,177,0,,
1819,23/12/2024,2,147.1,Unhealthy for Sensitive Groups,99.9,157.9,37.6,15.5,2.27,76.6,19.6,29.4,8.5,134,41,296,,479,0,,
1174,19/03/2023,2,124.2,Unhealthy for Sensitive Groups,88.3,159.9,34.8,7.4,1.95,69.7,23.7,53.9,8.4,108,33,250,2,393,0,,
1341,02/09/2023,2,92.6,Moderate,52.1,90.2,23.8,5.2,1.72,52.3,33,76,10.6,55,17,129,1,204,0,,
2911,19/12/2024,3,89.2,Moderate,60.3,106.6,21.6,7.8,2.38,52.6,20.4,41,11.1,53,16,117,1,190,0,,
3403,25/04/2023,4,84,Moderate,53.9,100.1,20.2,6.6,1.97,40.4,30,57.2,16.6,32,9,72,1,109,0,,
3091,17/06/2025,3,30.5,Good,20.9,32.2,9.7,0,0.56,54.5,31,83.1,16.9,27,9,60,0,99,0,,
1510,18/02/2024,2,200.5,Very Unhealthy,129.4,200.6,46.3,15,3.81,28.4,25.6,49.7,8.9,143,45,331,3,521,1,,
1930,13/04/2025,2,124.5,Unhealthy for Sensitive Groups,81.3,149.4,33.5,15.4,1.92,55.7,25.3,53.5,0.5,101,31,230,2,365,0,,
3563,02/10/2023,4,95.6,Moderate,58.6,106.9,17.9,8.9,1.99,60.5,26.7,61.6,5.9,32,10,74,1,121,0,,
354,20/12/2023,1,325.9,Hazardous,197.5,300.3,85.3,23.9,6.26,83.5,21.4,29.3,,307,94,687,6,1107,1,,
732,01/01/2025,1,320.9,Hazardous,199.6,341.5,88.6,29,7.7,54.8,14.8,18.9,12.2,292,88,651,6,1039,1,,
1446,16/12/2023,2,185.3,Unhealthy,124.2,187.7,37.1,9.6,3.83,46.7,22.2,30.5,9.5,115,35,259,2,411,1,,
703,03/12/2024,1,274.2,Very Unhealthy,163,258.7,60,16.5,6.55,71.1,22.8,33.1,12.2,289,89,656,6,1041,1,,
4066,16/02/2025,4,141.6,Unhealthy for Sensitive Groups,88.2,134.3,25.1,7.2,2.37,28.2,21.3,25.6,10.9,57,17,122,1,202,0,,
161,10/06/2023,1,96.7,Moderate,59.5,102.5,28.8,5.5,1.47,53,33.7,77.5,8.6,143,43,316,3,505,0,,
2713,04/06/2024,3,52.2,Moderate,,47.7,14.9,5,1.24,58.6,31.8,70.9,9.9,31,9,67,1,108,0,,
1386,17/10/2023,2,149.2,Unhealthy for Sensitive Groups,83.1,146,30,6.8,2.27,46.2,24.2,53.1,6.6,93,27,205,,332,0,,
502,16/05/2024,1,171.8,Unhealthy,98.5,174.9,40,15.2,2.16,30.2,28.3,74.3,9.5,141,42,320,3,506,1,,
3603,11/11/2023,4,140.8,Unhealthy for Sensitive Groups,81.1,145.4,29.5,6.2,2.71,55,16,45.2,12.4,51,16,118,1,183,0,,
3378,31/03/2023,4,157.4,Unhealthy,83.3,153,36.7,13.4,2.9,52.6,26.1,52.5,9.7,47,14,109,1,169,1,,
2533,07/12/2023,3,94.7,Moderate,56,85,20.8,9.1,2.11,57,15,32.5,9.2,56,17,128,1,202,0,,
3330,11/02/2023,4,167.2,Unhealthy,109.3,167.8,42.2,17.2,2.99,48.1,18.9,41.5,8.3,49,16,116,1,185,1,,
2632,15/03/2024,3,126.2,Unhealthy for Sensitive Groups,76.5,144.9,32.6,10.4,2.11,38.2,20.8,47,9.9,50,15,114,1,178,0,,
1008,04/10/2025,1,195.5,Unhealthy,115,211.4,29.4,22.8,3.19,57.5,23.6,48.2,18.3,200,61,453,4,723,1,,
2172,11/12/2025,2,189.5,Unhealthy,111.3,179.9,45.1,10,3.42,58.4,20.3,28.5,2.9,122,38,279,2,445,1,,
1891,05/03/2025,2,155.9,Unhealthy,99.6,185,38.9,9.1,1.94,38.4,27.2,45,7.8,122,37,271,2,436,1,,
1288,11/07/2023,2,61.3,Moderate,37.3,61.8,15.4,6.5,1.28,38.5,36.9,85.5,2.5,41,13,107,1,171,0,,
369,04/01/2024,1,304.4,Hazardous,192.5,340.4,54.1,14.8,5.07,108.6,17.3,22,11.8,349,107,784,7,1250,1,,
4084,06/03/2025,4,153.2,Unhealthy,97.2,146.7,32.4,10,2.45,51,22.6,30,9.7,54,16,120,1,192,1,,
1319,11/08/2023,2,86.3,Moderate,,70.9,16.7,3.6,1.1,55.3,35,86.9,12.1,60,19,135,1,224,0,,
494,08/05/2024,1,160.3,Unhealthy,103.2,185.7,37.7,19.7,3.16,54,27.2,64.8,10.1,197,61,448,4,717,1,,
1964,17/05/2025,2,108.2,Unhealthy for Sensitive Groups,61.4,103.9,22.7,9.2,1.33,37.9,34.4,57.9,7.9,81,24,183,2,293,0,,
3356,09/03/2023,4,133.9,Unhealthy for Sensitive Groups,84.8,160.2,24.7,7.3,3.15,32.1,19.6,34.3,7.8,56,17,128,1,198,0,,
334,30/11/2023,1,239.5,Very Unhealthy,151.6,268.2,60.4,17.6,2.9,59.6,18.1,36.5,1.1,313,96,702,6,1123,1,,
1476,15/01/2024,2,207.2,Very Unhealthy,130.2,200,36.6,12.4,5.52,54.4,17.2,34.7,7.3,138,43,317,3,501,1,,
3675,22/01/2024,4,186,Unhealthy,114.6,202.4,30.4,15.7,2.42,52.5,19.5,15.4,14.2,60,18,132,1,207,1,,
1139,12/02/2023,2,207.5,Very Unhealthy,118.8,184.2,32.3,13.1,2.77,62.8,22.7,26,12.2,145,44,329,3,526,1,,
1222,06/05/2023,2,96.9,moderate,64.6,108,15,12.6,1.77,57.5,31.7,70.8,16.9,87,27,193,2,319,0,,
2990,08/03/2025,3,90.4,Moderate,61.9,94,22.6,8.1,1.48,65.1,23,54.6,2,50,15,110,1,180,0,,
381,16/01/2024,1,315.9,Hazardous,192.2,336.6,70.9,23.4,5.1,75.2,19.7,33,14.6,253,77,570,5,917,1,,
4017,29/12/2024,4,178.2,Unhealthy,109.9,184.4,42.7,14.3,4.38,63.8,15.8,35.4,2.1,55,16,120,1,196,1,,
3466,27/06/2023,4,46.3,Good,25.9,44.9,12,3.6,0.82,55.5,37.2,84,,25,7,60,0,92,0,,
68,09/03/2023,1,224.4,Very Unhealthy,148.9,267.1,41.7,14.9,2.56,80,23.2,29.4,10.2,281,86,630,6,1007,1,,
2583,26/01/2024,3,136.2,Unhealthy for Sensitive Groups,83.1,132.6,28.1,10.9,2.18,65.9,17,32.6,10.8,54,16,121,1,191,0,,
2915,23/12/2024,3,139.3,Unhealthy for Sensitive Groups,73.3,122.9,28.5,10.3,1.96,65.8,13.9,31.2,,52,16,113,1,181,0,,
